base_repository_url,friction_rate,n_rel,language
https://github.com/Farama-Foundation/a2perf-quadruped-locomotion,0.001876172607879925,533,Python
https://github.com/Farama-Foundation/chatarena,0.0,8,Python
https://github.com/Farama-Foundation/hanabi-learning-environment,0.0,52,Python
https://github.com/Farama-Foundation/minari-dataset-generation-scripts,0.05555555555555555,18,Python
https://github.com/Farama-Foundation/stable-retro,0.0,15025,C
https://github.com/FeiGeChuanShu/ncnn_Android_blazeface,0.0,12,C++
https://github.com/FengMengZhao/StudentsManagerWeb,0.0,13,Java
https://github.com/Fewnity/Xenity-Engine,0.0,859,C++
https://github.com/FiniteReality/embeddium,0.9646017699115044,226,Java
https://github.com/Fire30/bad_hoist,0.0,6,JavaScript
https://github.com/Fix3dll/SkyblockAddons,0.0,40,Java
https://github.com/FlyingGiraffe/vnn,0.0,30,Python
https://github.com/FreakyAli/Maui.FreakyEffects,0.0,33,C#
https://github.com/Frica01/WeChatMassTool,0.125,16,Python
https://github.com/FrodeSolheim/fs-uae,0.017463933181473046,2634,C++
https://github.com/G0mini/PyBy2,0.0,35,JavaScript
https://github.com/GCYZSL/MoLA,0.0,47,Python
https://github.com/GF-Allen/VideoServer,0.0,9,JavaScript
https://github.com/GNOME/NetworkManager-libreswan,0.8148148148148148,27,C
https://github.com/GNOME/NetworkManager-openvpn,0.3,10,C
https://github.com/GNOME/NetworkManager-pptp,0.0,11,C
https://github.com/GNOME/adwaita-icon-theme,0.0,17,Python
https://github.com/GNOME/alacarte,1.0,44,Python
https://github.com/GNOME/almanah,0.2,5,C
https://github.com/GNOME/at-spi2-core,0.9302325581395349,86,C
https://github.com/GNOME/balsa,0.5714285714285714,7,C
https://github.com/GNOME/brasero,0.0,10,C
https://github.com/GNOME/chronojump,0.2,45,C#
https://github.com/GNOME/d-spy,0.0,5,C
https://github.com/GNOME/dasher,0.21978021978021978,728,C
https://github.com/GNOME/dia,0.037383177570093455,428,C
https://github.com/GNOME/easytag,0.09523809523809523,21,C
https://github.com/GNOME/eog,0.45,20,C
https://github.com/GNOME/eog-plugins,0.0,6,C
https://github.com/GNOME/epiphany,0.36904761904761907,84,C
https://github.com/GNOME/evince,0.01358695652173913,736,C
https://github.com/GNOME/evolution,0.0,475,C
https://github.com/GNOME/evolution-activesync,0.0,24,C
https://github.com/GNOME/evolution-data-server,0.08433734939759036,166,C
https://github.com/GNOME/evolution-ews,0.14285714285714285,7,C
https://github.com/GNOME/extensions-web,0.0,20,Python
https://github.com/GNOME/file-roller,0.10714285714285714,28,C
https://github.com/GNOME/foundry,0.7241379310344828,29,C
https://github.com/GNOME/frogr,0.6,5,C
https://github.com/GNOME/gcab,1.0,6,C
https://github.com/GNOME/gcr,0.896551724137931,232,C
https://github.com/GNOME/gdk-pixbuf,0.4,145,C
https://github.com/GNOME/gegl,0.6741573033707865,89,C
https://github.com/GNOME/ghex,0.07142857142857142,14,C
https://github.com/GNOME/gimp,0.1357142857142857,140,C
https://github.com/GNOME/gjs,0.46153846153846156,39,C++
https://github.com/GNOME/glib,0.0,1877,C
https://github.com/GNOME/gnome-applets,0.25,8,C
https://github.com/GNOME/gnome-builder,0.0,456,C
https://github.com/GNOME/gnome-calendar,0.5384615384615384,13,C
https://github.com/GNOME/gnome-control-center,0.23809523809523808,84,C
https://github.com/GNOME/gnome-desktop,0.09243697478991597,119,C
https://github.com/GNOME/gnome-disk-utility,0.6363636363636364,11,C
https://github.com/GNOME/gnome-flashback,0.375,16,C
https://github.com/GNOME/gnome-font-viewer,0.16666666666666666,6,C
https://github.com/GNOME/gnome-maps,0.32142857142857145,28,JavaScript
https://github.com/GNOME/gnome-menus,0.0,73,C
https://github.com/GNOME/gnome-network-displays,0.0,64,C
https://github.com/GNOME/gnome-online-accounts,0.42857142857142855,7,C
https://github.com/GNOME/gnome-packagekit,0.043478260869565216,23,C
https://github.com/GNOME/gnome-panel,0.3333333333333333,165,C
https://github.com/GNOME/gnome-remote-desktop,0.6,5,C
https://github.com/GNOME/gnome-settings-daemon,0.25,20,C
https://github.com/GNOME/gnome-shell,0.10541310541310542,351,JavaScript
https://github.com/GNOME/gnome-software,0.5,12,C
https://github.com/GNOME/gnome-text-editor,0.0,7,C
https://github.com/GNOME/gnumeric,0.24242424242424243,33,C
https://github.com/GNOME/gobject-introspection,0.0,5,C
https://github.com/GNOME/goffice,0.10921501706484642,293,C
https://github.com/GNOME/grilo-plugins,0.2,5,C
https://github.com/GNOME/gthumb,0.07142857142857142,42,C
https://github.com/GNOME/gtk,0.02176541717049577,827,C
https://github.com/GNOME/gtk-mac-integration,0.0,30,C
https://github.com/GNOME/gtksourceview,0.24761904761904763,105,C
https://github.com/GNOME/gtranslator,0.6666666666666666,9,C
https://github.com/GNOME/gupnp,0.0,18,C
https://github.com/GNOME/gupnp-av,0.0,16,C
https://github.com/GNOME/gvdb,0.0,6,C
https://github.com/GNOME/gvfs,0.025559105431309903,313,C
https://github.com/GNOME/json-glib,0.08176100628930817,159,C
https://github.com/GNOME/jsonrpc-glib,0.0,66,C
https://github.com/GNOME/libadwaita,0.7142857142857143,28,C
https://github.com/GNOME/libdex,0.2,5,C
https://github.com/GNOME/libgd,0.0,21,C
https://github.com/GNOME/libgsf,0.9827586206896551,58,C
https://github.com/GNOME/libgweather,0.0,12,C
https://github.com/GNOME/libgxps,0.8,5,C
https://github.com/GNOME/libhandy,0.1794871794871795,39,C
https://github.com/GNOME/libnma,0.11764705882352941,34,C
https://github.com/GNOME/libpanel,0.1875,16,C
https://github.com/GNOME/libsecret,0.058823529411764705,34,C
https://github.com/GNOME/libsoup,0.06666666666666667,30,C
https://github.com/GNOME/libwnck,0.0,5,C
https://github.com/GNOME/libxml2,0.29213483146067415,89,C
https://github.com/GNOME/localsearch,0.0,12,C
https://github.com/GNOME/meld,0.0,6,Python
https://github.com/GNOME/metacity,0.009433962264150943,318,C
https://github.com/GNOME/msitools,0.0,13,C
https://github.com/GNOME/mutter,0.0,1199,C
https://github.com/GNOME/nautilus,0.3263888888888889,144,C
https://github.com/GNOME/network-manager-applet,0.2459016393442623,61,C
https://github.com/GNOME/network-manager-iodine,0.0,9,C
https://github.com/GNOME/orca,0.5,8,Python
https://github.com/GNOME/pan,0.018518518518518517,54,C++
https://github.com/GNOME/pango,0.025380710659898477,197,C
https://github.com/GNOME/papers,0.013986013986013986,143,C
https://github.com/GNOME/pitivi,0.01019108280254777,785,Python
https://github.com/GNOME/postr,0.2,45,Python
https://github.com/GNOME/pygobject,0.04,25,Python
https://github.com/GNOME/recipes,0.0,5,C
https://github.com/GNOME/rhythmbox,0.01763668430335097,567,C
https://github.com/GNOME/seahorse,0.07692307692307693,13,C
https://github.com/GNOME/sushi,0.15789473684210525,19,C
https://github.com/GNOME/sysprof,0.5301204819277109,83,C
https://github.com/GNOME/tali,0.0,26,C
https://github.com/GNOME/totem,0.875,32,C
https://github.com/GNOME/totem-pl-parser,0.0,39,C
https://github.com/GNOME/yelp,0.4583333333333333,24,JavaScript
https://github.com/GPeye/urchin-peripheral-animation,0.0,13,C
https://github.com/Gameslinx/Parallax-Continued,0.0,5,C#
https://github.com/Gedemon/Civ5-DLL,0.0,15,C++
https://github.com/GeeeekExplorer/nano-vllm,0.0,5,Python
https://github.com/GeekZooStudio/O2OMobile_Android,0.0,323,Java
https://github.com/GenerTeam/GENERanno,0.0,8,Python
https://github.com/GeoVectorMatrix/Dif-Fusion,0.0,29,Python
https://github.com/George-Zhuang/NetTrack,0.0,5,Python
https://github.com/Ginyi3705/ginyi-spring-vue,0.1,30,Java
https://github.com/GitLqr/LQREmojiLibrary,0.0,29,Java
https://github.com/GlobalTechInfo/GLOBAL-BUG,0.0,7,JavaScript
https://github.com/GoGoGo13579/Planning-and-Control-based-on-Carla-and-ROS2,0.0,132,Python
https://github.com/Greedysky/TTKDownloader,0.0,143,C++
https://github.com/GrumpyOldPizza/ArduinoCore-stm32l0,0.0,16,C
https://github.com/GthanosAI/android_mtcnn_insightface_face_recognize,0.0,15,Java
https://github.com/Guzaiwang/CE-Net,0.0,8,Python
https://github.com/Gwindow/WhatAndroid,0.0,12,Java
https://github.com/HACKING995/HACKING--MD9,0.0,51,JavaScript
https://github.com/HIT-JimmyXiao/Sonar-Star,0.04,25,Python
https://github.com/HLSTransform/submission,0.0,50,C
https://github.com/HPInc/More,0.3333333333333333,6,C#
https://github.com/HPInc/printos-box-api-samples,0.16666666666666666,6,C#
https://github.com/HUAWEIOpen/openarkcompiler,0.0,940,C++
https://github.com/Hangz-nju-cuhk/Rotate-and-Render,0.06666666666666667,105,Python
https://github.com/HomeACcessoryKid/ESP8266-HomeKit-Demo,0.0,6,C
https://github.com/HongwenZhang/JVCR-3Dlandmark,0.6842105263157895,19,Python
https://github.com/Hope1337/YOWOv3,0.0,58,Python
https://github.com/HowieMa/CVTHead,0.0,21,Python
https://github.com/HuaYaoAI/FinGenius,0.0,44,Python
https://github.com/Huawei/CloudIPCC_aPortal_JAVA,0.6666666666666666,6,JavaScript
https://github.com/Huawei/DMM,0.0,5,C
https://github.com/Huawei/FusionStorage_OpenStack_Driver,0.0,13,Python
https://github.com/Huawei/Huawei_CCA_TFTF,0.0273972602739726,73,C
https://github.com/Huawei/Huawei_FusionDirector_For_vROps,0.0,5,Java
https://github.com/Huawei/Huawei_LiteOS_Kernel,0.0,87,C
