,coef,IRR,IRR_CI_low,IRR_CI_high,p_value
const,-1.644045446813234,0.19319689151244904,0.17048037108230293,0.21894038975345476,2.511179176018993e-146
has_license,0.012394509467657563,1.0124716397346591,0.9845898444560519,1.0411429967910313,0.38433251528048085
log_age,0.3075023385052951,1.3600239889215417,1.338495194648112,1.3818990593599667,0.0
alpha,0.27294950571403115,1.3138339020450223,1.2974360150045372,1.3304390368389865,0.0
